"types"	"counts"
"12737"	"MIRLET7A3"	2
"12738"	"MIRLET7B"	2
"12739"	"MIRLET7BHG"	2
"12740"	"MIRLET7C"	8
"12741"	"MIRLET7D"	6
"12742"	"MIRLET7E"	1
"12743"	"MIRLET7F1"	6
"12744"	"MIRLET7F2"	16
"12745"	"MIRLET7G"	2
"12746"	"MIRLET7I"	3
"12747"	"MIS18BP1"	4
"12748"	"MITD1"	2
"12749"	"MITF"	4
"12750"	"MIXL1"	3
"12751"	"MKI67"	2
"12752"	"MKI67IP"	2
"12753"	"MKKS"	7
"12754"	"MKL1"	1
"12755"	"MKL2"	1
"12756"	"MKLN1"	5
"12757"	"MKNK1"	2
"12758"	"MKNK2"	3
"12759"	"MKRN1"	6
"12760"	"MKRN2"	2
"12761"	"MKRN3"	4
"12762"	"MKRN7P"	1
"12763"	"MKRN9P"	1
"12764"	"MKS1"	1
"12765"	"MKX"	3
"12766"	"MLANA"	18
"12767"	"MLF1"	42
"12768"	"MLF1IP"	8
"12769"	"MLF2"	7
"12770"	"MLH1"	3
"12771"	"MLH3"	3
"12772"	"MLIP"	12
"12773"	"MLK7-AS1"	10
"12774"	"MLKL"	1
"12775"	"MLL"	5
"12776"	"MLL2"	1
"12777"	"MLL3"	6
"12778"	"MLL5"	12
"12779"	"MLLT1"	2
"12780"	"MLLT10"	2
"12781"	"MLLT10P1"	6
"12782"	"MLLT11"	7
"12783"	"MLLT3"	16
"12784"	"MLLT4"	3
"12785"	"MLLT4-AS1"	3
"12786"	"MLLT6"	2
"12787"	"MLN"	3
"12788"	"MLNR"	4
"12789"	"MLPH"	5
"12790"	"MLST8"	1
"12791"	"MLX"	2
"12792"	"MLXIPL"	6
"12793"	"MLYCD"	3
"12794"	"MMAA"	1
"12795"	"MMAB"	1
"12796"	"MMACHC"	2
"12797"	"MMADHC"	1
"12798"	"MMD"	3
"12799"	"MMD2"	7
"12800"	"MME"	44
"12801"	"MMEL1"	2
"12802"	"MMGT1"	7
"12803"	"MMP1"	21
"12804"	"MMP10"	22
"12805"	"MMP11"	4
"12806"	"MMP12"	21
"12807"	"MMP13"	21
"12808"	"MMP14"	4
"12809"	"MMP15"	2
"12810"	"MMP16"	11
"12811"	"MMP19"	2
"12812"	"MMP2"	2
"12813"	"MMP20"	24
"12814"	"MMP21"	2
"12815"	"MMP23A"	2
"12816"	"MMP23B"	2
"12817"	"MMP24"	6
"12818"	"MMP25"	1
"12819"	"MMP26"	3
"12820"	"MMP27"	23
"12821"	"MMP3"	21
"12822"	"MMP7"	24
"12823"	"MMP8"	23
"12824"	"MMP9"	1
"12825"	"MMRN1"	2
"12826"	"MMS22L"	2
"12827"	"MN1"	2
"12828"	"MNAT1"	4
"12829"	"MND1"	4
"12830"	"MNDA"	6
"12831"	"MNF1"	3
"12832"	"MNT"	1
"12833"	"MNX1"	5
"12834"	"MOAP1"	6
"12835"	"MOB1A"	2
"12836"	"MOB1B"	1
"12837"	"MOB2"	2
"12838"	"MOB3A"	3
"12839"	"MOB3B"	12
"12840"	"MOB3C"	2
"12841"	"MOB4"	7
"12842"	"MOBP"	2
"12843"	"MOCOS"	7
"12844"	"MOCS1"	3
"12845"	"MOCS2"	3
"12846"	"MOCS3"	1
"12847"	"MOG"	3
"12848"	"MOGAT1"	5
"12849"	"MOGAT2"	14
"12850"	"MOGAT3"	15
"12851"	"MOGS"	2
"12852"	"MOK"	7
"12853"	"MON1A"	2
"12854"	"MON1B"	1
"12855"	"MON2"	3
"12856"	"MORC1"	7
"12857"	"MORC2"	2
"12858"	"MORC2-AS1"	2
"12859"	"MORC3"	1
"12860"	"MORC4"	5
"12861"	"MORF4L1"	3
"12862"	"MORF4L2"	5
"12863"	"MORN1"	2
"12864"	"MORN2"	4
"12865"	"MORN5"	7
"12866"	"MOS"	12
"12867"	"MOSPD1"	6
"12868"	"MOSPD2"	15
"12869"	"MOSPD3"	16
"12870"	"MOV10"	5
"12871"	"MOXD1"	4
"12872"	"MOXD2P"	5
"12873"	"MPC1"	3
"12874"	"MPDU1"	1
"12875"	"MPDZ"	14
"12876"	"MPEG1"	4
"12877"	"MPG"	1
"12878"	"MPHOSPH10"	2
"12879"	"MPHOSPH6"	1
"12880"	"MPHOSPH8"	3
"12881"	"MPHOSPH9"	1
"12882"	"MPL"	3
"12883"	"MPND"	3
"12884"	"MPO"	1
"12885"	"MPP1"	10
"12886"	"MPP2"	2
"12887"	"MPP3"	2
"12888"	"MPP4"	9
"12889"	"MPP5"	5
"12890"	"MPP6"	5
"12891"	"MPP7"	2
"12892"	"MPPE1"	6
"12893"	"MPPED2"	2
"12894"	"MPRIP"	2
"12895"	"MPV17"	2
"12896"	"MPV17L"	1
"12897"	"MPV17L2"	2
"12898"	"MPZ"	6
"12899"	"MPZL1"	5
"12900"	"MPZL2"	4
"12901"	"MPZL3"	4
"12902"	"MR1"	4
"12903"	"MRAP2"	1
"12904"	"MRAS"	32
"12905"	"MRC2"	2
"12906"	"MRE11A"	10
"12907"	"MREG"	5
"12908"	"MRFAP1"	4
"12909"	"MRFAP1L1"	4
"12910"	"MRGPRD"	53
"12911"	"MRGPRE"	2
"12912"	"MRGPRF"	55
"12913"	"MRGPRG"	2
"12914"	"MRGPRX1"	2
"12915"	"MRGPRX2"	1
"12916"	"MRGPRX3"	1
"12917"	"MRGPRX4"	1
"12918"	"MRI1"	5
"12919"	"MRM1"	1
"12920"	"MRO"	9
"12921"	"MROH1"	31
"12922"	"MROH2B"	16
"12923"	"MROH6"	32
"12924"	"MROH7"	2
"12925"	"MROH8"	5
"12926"	"MROH9"	4
"12927"	"MRP63"	2
"12928"	"MRPL1"	3
"12929"	"MRPL10"	2
"12930"	"MRPL11"	19
"12931"	"MRPL12"	3
"12932"	"MRPL13"	25
"12933"	"MRPL14"	6
"12934"	"MRPL15"	12
"12935"	"MRPL16"	2
"12936"	"MRPL17"	1
"12937"	"MRPL18"	1
"12938"	"MRPL19"	2
"12939"	"MRPL2"	6
"12940"	"MRPL20"	2
"12941"	"MRPL21"	47
"12942"	"MRPL22"	1
"12943"	"MRPL23"	2
"12944"	"MRPL23-AS1"	2
"12945"	"MRPL24"	5
"12946"	"MRPL27"	1
"12947"	"MRPL28"	1
"12948"	"MRPL3"	15
"12949"	"MRPL30"	2
"12950"	"MRPL32"	2
"12951"	"MRPL33"	2
"12952"	"MRPL34"	1
"12953"	"MRPL35"	1
"12954"	"MRPL36"	27
"12955"	"MRPL37"	1
"12956"	"MRPL38"	2
"12957"	"MRPL4"	5
"12958"	"MRPL40"	5
"12959"	"MRPL41"	5
"12960"	"MRPL44"	6
"12961"	"MRPL45"	2
"12962"	"MRPL45P2"	2
"12963"	"MRPL46"	2
"12964"	"MRPL47"	58
"12965"	"MRPL48"	16
"12966"	"MRPL49"	12
"12967"	"MRPL50"	4
"12968"	"MRPL51"	6
"12969"	"MRPL52"	4
"12970"	"MRPL53"	2
"12971"	"MRPL54"	4
"12972"	"MRPL55"	4
"12973"	"MRPL9"	5
"12974"	"MRPS10"	6
"12975"	"MRPS11"	2
"12976"	"MRPS12"	5
"12977"	"MRPS14"	4
"12978"	"MRPS15"	2
"12979"	"MRPS16"	2
"12980"	"MRPS17"	28
"12981"	"MRPS18A"	6
"12982"	"MRPS18B"	5
"12983"	"MRPS18C"	4
"12984"	"MRPS2"	5
"12985"	"MRPS21"	9
"12986"	"MRPS22"	30
"12987"	"MRPS23"	1
"12988"	"MRPS24"	3
"12989"	"MRPS25"	3
"12990"	"MRPS26"	1
"12991"	"MRPS27"	3
"12992"	"MRPS28"	13
"12993"	"MRPS30"	19
"12994"	"MRPS31"	2
"12995"	"MRPS33"	6
"12996"	"MRPS34"	1
"12997"	"MRPS35"	6
"12998"	"MRPS36"	1
"12999"	"MRPS5"	2
"13000"	"MRPS6"	2
"13001"	"MRPS7"	2
"13002"	"MRPS9"	1
"13003"	"MRRF"	7
"13004"	"MRS2"	3
"13005"	"MRS2P2"	6
"13006"	"MRVI1"	1
"13007"	"MRVI1-AS1"	1
"13008"	"MS4A1"	2
"13009"	"MS4A10"	3
"13010"	"MS4A12"	2
"13011"	"MS4A13"	2
"13012"	"MS4A14"	2
"13013"	"MS4A15"	3
"13014"	"MS4A2"	2
"13015"	"MS4A3"	2
"13016"	"MS4A4A"	2
"13017"	"MS4A5"	2
"13018"	"MS4A6A"	2
"13019"	"MS4A6E"	2
"13020"	"MS4A7"	2
"13021"	"MS4A8"	3
"13022"	"MSANTD2"	5
"13023"	"MSANTD4"	8
"13024"	"MSC"	15
"13025"	"MSGN1"	2
"13026"	"MSH2"	3
"13027"	"MSH3"	2
"13028"	"MSH4"	2
"13029"	"MSH5"	5
"13030"	"MSH5-SAPCD1"	5
"13031"	"MSH6"	3
"13032"	"MSI1"	1
"13033"	"MSI2"	2
"13034"	"MSL1"	6
"13035"	"MSL2"	28
"13036"	"MSL3"	15
"13037"	"MSL3P1"	3
"13038"	"MSLN"	1
"13039"	"MSLNL"	1
"13040"	"MSMB"	3
"13041"	"MSMO1"	4
"13042"	"MSMP"	18
"13043"	"MSN"	3
"13044"	"MSR1"	11
"13045"	"MSRA"	12
"13046"	"MSRB1"	1
"13047"	"MSRB2"	2
"13048"	"MSRB3"	15
"13049"	"MST1"	2
"13050"	"MST1L"	1
"13051"	"MST1P2"	1
"13052"	"MST1R"	2
"13053"	"MST4"	5
"13054"	"MSTN"	11
"13055"	"MSTO1"	5
"13056"	"MSTO2P"	5
"13057"	"MSX1"	4
"13058"	"MSX2"	2
"13059"	"MSX2P1"	1
"13060"	"MT1A"	3
"13061"	"MT1B"	3
"13062"	"MT1DP"	3
"13063"	"MT1E"	2
"13064"	"MT1F"	3
"13065"	"MT1G"	3
"13066"	"MT1H"	3
"13067"	"MT1IP"	3
"13068"	"MT1JP"	3
"13069"	"MT1L"	2
"13070"	"MT1M"	3
"13071"	"MT1X"	2
"13072"	"MT2A"	2
"13073"	"MT3"	2
"13074"	"MT4"	2
"13075"	"MTA1"	9
"13076"	"MTA2"	7
"13077"	"MTA3"	2
"13078"	"MTAP"	38
"13079"	"MTBP"	25
"13080"	"MTCH1"	2
"13081"	"MTCH2"	6
"13082"	"MTCP1"	10
"13083"	"MTDH"	12
"13084"	"MTERF"	16
"13085"	"MTERFD1"	11
"13086"	"MTERFD2"	7
"13087"	"MTERFD3"	1
"13088"	"MTF1"	3
"13089"	"MTF2"	1
"13090"	"MTFP1"	3
"13091"	"MTFR1"	11
"13092"	"MTFR2"	4
"13093"	"MTG1"	2
"13094"	"MTHFD1"	5
"13095"	"MTHFD2"	2
"13096"	"MTHFD2L"	1
"13097"	"MTHFR"	1
"13098"	"MTHFS"	3
"13099"	"MTHFSD"	2
"13100"	"MTIF2"	3
"13101"	"MTIF3"	2
"13102"	"MTL5"	37
"13103"	"MTM1"	8
"13104"	"MTMR1"	8
"13105"	"MTMR10"	1
"13106"	"MTMR11"	9
"13107"	"MTMR12"	15
"13108"	"MTMR14"	3
"13109"	"MTMR2"	10
"13110"	"MTMR3"	3
"13111"	"MTMR4"	2
"13112"	"MTMR6"	2
"13113"	"MTMR7"	10
"13114"	"MTMR8"	4
"13115"	"MTMR9"	12
"13116"	"MTMR9LP"	1
"13117"	"MTNR1A"	16
"13118"	"MTNR1B"	11
"13119"	"MTO1"	2
"13120"	"MTOR"	1
"13121"	"MTPAP"	2
"13122"	"MTPN"	6
"13123"	"MTR"	3
"13124"	"MTRF1"	3
"13125"	"MTRNR2L1"	1
"13126"	"MTRNR2L10"	13
"13127"	"MTRNR2L2"	1
"13128"	"MTRNR2L3"	1
"13129"	"MTRNR2L4"	1
"13130"	"MTRNR2L5"	2
"13131"	"MTRNR2L6"	5
"13132"	"MTRNR2L7"	2
"13133"	"MTRNR2L8"	1
"13134"	"MTRR"	21
"13135"	"MTSS1"	29
"13136"	"MTSS1L"	3
"13137"	"MTUS1"	10
"13138"	"MTUS2"	1
"13139"	"MTVR2"	3
"13140"	"MTX1"	5
"13141"	"MTX2"	12
"13142"	"MTX3"	1
"13143"	"MUC1"	5
"13144"	"MUC12"	15
"13145"	"MUC13"	10
"13146"	"MUC15"	1
"13147"	"MUC16"	4
"13148"	"MUC17"	15
"13149"	"MUC2"	2
"13150"	"MUC20"	51
"13151"	"MUC21"	6
"13152"	"MUC22"	6
"13153"	"MUC4"	51
"13154"	"MUC5B"	2
"13155"	"MUC6"	2
"13156"	"MUC7"	2
"13157"	"MUCL1"	2
"13158"	"MUM1"	3
"13159"	"MUM1L1"	5
"13160"	"MURC"	4
"13161"	"MUS81"	12
"13162"	"MUSK"	6
"13163"	"MUSTN1"	2
"13164"	"MUT"	5
"13165"	"MUTED"	4
"13166"	"MUTED-TXNDC5"	4
"13167"	"MUTYH"	2
"13168"	"MVB12A"	1
"13169"	"MVB12B"	5
"13170"	"MVD"	4
"13171"	"MVK"	1
"13172"	"MVP"	2
"13173"	"MX1"	1
"13174"	"MX2"	1
"13175"	"MXD1"	2
"13176"	"MXD3"	1
"13177"	"MXD4"	4
"13178"	"MXI1"	2
"13179"	"MXRA5"	17
"13180"	"MXRA7"	1
"13181"	"MXRA8"	2
"13182"	"MYADM"	1
"13183"	"MYADML"	2
"13184"	"MYADML2"	3
"13185"	"MYB"	3
"13186"	"MYBL1"	11
"13187"	"MYBL2"	2
"13188"	"MYBPC1"	1
"13189"	"MYBPC2"	1
"13190"	"MYBPC3"	5
"13191"	"MYBPH"	4
"13192"	"MYBPHL"	2
"13193"	"MYC"	36
"13194"	"MYCBP"	5
"13195"	"MYCBP2"	9
"13196"	"MYCBPAP"	2
"13197"	"MYCL1"	6
"13198"	"MYCN"	2
"13199"	"MYCNOS"	2
"13200"	"MYD88"	3
"13201"	"MYEOV"	74
"13202"	"MYEOV2"	5
"13203"	"MYF5"	1
"13204"	"MYF6"	1
"13205"	"MYH11"	1
"13206"	"MYH14"	1
"13207"	"MYH15"	7
"13208"	"MYH16"	19
"13209"	"MYH6"	3
"13210"	"MYH7"	3
"13211"	"MYH7B"	7
"13212"	"MYH9"	1
"13213"	"MYL1"	5
"13214"	"MYL10"	15
"13215"	"MYL12A"	16
"13216"	"MYL12B"	16
"13217"	"MYL2"	1
"13218"	"MYL3"	2
"13219"	"MYL4"	2
"13220"	"MYL5"	9
"13221"	"MYL6"	2
"13222"	"MYL6B"	2
"13223"	"MYL7"	3
"13224"	"MYL9"	5
"13225"	"MYLIP"	3
"13226"	"MYLK"	9
"13227"	"MYLK-AS1"	9
"13228"	"MYLK2"	9
"13229"	"MYLK3"	4
"13230"	"MYLK4"	3
"13231"	"MYLPF"	2
"13232"	"MYNN"	56
"13233"	"MYO10"	17
"13234"	"MYO15A"	1
"13235"	"MYO15B"	2
"13236"	"MYO16"	4
"13237"	"MYO18A"	2
"13238"	"MYO18B"	2
"13239"	"MYO1A"	2
"13240"	"MYO1B"	14
"13241"	"MYO1D"	1
"13242"	"MYO1F"	4
"13243"	"MYO1G"	3
"13244"	"MYO1H"	1
"13245"	"MYO3A"	3
"13246"	"MYO3B"	6
"13247"	"MYO5A"	2
"13248"	"MYO5B"	5
"13249"	"MYO5C"	1
"13250"	"MYO6"	1
"13251"	"MYO7A"	16
"13252"	"MYO9B"	1
"13253"	"MYOC"	4
"13254"	"MYOD1"	2
"13255"	"MYOG"	4
"13256"	"MYOM1"	16
"13257"	"MYOM2"	15
"13258"	"MYOT"	1
"13259"	"MYOZ1"	2
"13260"	"MYOZ3"	1
"13261"	"MYPN"	2
"13262"	"MYRF"	4
"13263"	"MYRIP"	2
"13264"	"MYSM1"	2
"13265"	"MYT1"	1
"13266"	"MZB1"	1
"13267"	"MZF1"	2
"13268"	"MZT1"	12
"13269"	"N4BP1"	3
"13270"	"N4BP2"	1
"13271"	"N4BP2L1"	1
"13272"	"N4BP2L2"	1
"13273"	"N4BP3"	1
"13274"	"N6AMT2"	2
"13275"	"NAA10"	10
"13276"	"NAA11"	3
"13277"	"NAA15"	1
"13278"	"NAA16"	3
"13279"	"NAA20"	2
"13280"	"NAA30"	4
"13281"	"NAA35"	3
"13282"	"NAA38"	3
"13283"	"NAA40"	7
"13284"	"NAA50"	10
"13285"	"NAA60"	1
"13286"	"NAAA"	3
"13287"	"NAALAD2"	12
"13288"	"NAALADL1"	12
"13289"	"NAALADL2"	59
"13290"	"NAB1"	13
"13291"	"NAB2"	2
"13292"	"NABP1"	12
"13293"	"NABP2"	2
"13294"	"NACA"	2
"13295"	"NACA2"	2
"13296"	"NACAD"	3
"13297"	"NACAP1"	17
"13298"	"NACC1"	5
"13299"	"NACC2"	5
"13300"	"NADK"	2
"13301"	"NADKD1"	15
"13302"	"NADSYN1"	54
"13303"	"NAE1"	3
"13304"	"NAF1"	4
"13305"	"NAGK"	2
"13306"	"NAGLU"	2
"13307"	"NAGPA"	3
"13308"	"NAGS"	2
"13309"	"NAIF1"	5
"13310"	"NAIP"	1
"13311"	"NALCN"	5
"13312"	"NAMPT"	10
"13313"	"NANOG"	6
"13314"	"NANOGNB"	6
"13315"	"NANOS1"	2
"13316"	"NANOS3"	5
"13317"	"NANP"	3
"13318"	"NANS"	4
"13319"	"NAP1L2"	4
"13320"	"NAP1L3"	5
"13321"	"NAP1L4"	2
"13322"	"NAP1L5"	2
"13323"	"NAP1L6"	4
"13324"	"NAPB"	2
"13325"	"NAPEPLD"	16
"13326"	"NAPG"	6
"13327"	"NAPRT1"	32
"13328"	"NAPSA"	1
"13329"	"NAPSB"	1
"13330"	"NARF"	2
"13331"	"NARFL"	1
"13332"	"NARS"	10
"13333"	"NARS2"	16
"13334"	"NASP"	2
"13335"	"NAT1"	10
"13336"	"NAT10"	6
"13337"	"NAT14"	3
"13338"	"NAT16"	15
"13339"	"NAT2"	10
"13340"	"NAT6"	2
"13341"	"NAT8"	2
"13342"	"NAT8B"	2
"13343"	"NAT8L"	4
"13344"	"NAT9"	1
"13345"	"NAV1"	4
"13346"	"NAV2"	1
"13347"	"NAV2-AS4"	1
"13348"	"NAV3"	1
"13349"	"NBAS"	3
"13350"	"NBEA"	1
"13351"	"NBEAL1"	9
"13352"	"NBEAL2"	3
"13353"	"NBEAP1"	4
"13354"	"NBLA00301"	5
"13355"	"NBN"	12
"13356"	"NBPF1"	1
"13357"	"NBPF10"	6
"13358"	"NBPF11"	6
"13359"	"NBPF14"	6
"13360"	"NBPF15"	6
"13361"	"NBPF16"	6
"13362"	"NBPF22P"	2
"13363"	"NBPF24"	6
"13364"	"NBPF4"	4
"13365"	"NBPF6"	3
"13366"	"NBPF7"	10
"13367"	"NBPF9"	6
"13368"	"NBR1"	1
"13369"	"NBR2"	2
"13370"	"NCALD"	16
"13371"	"NCAM1"	5
"13372"	"NCAM2"	3
"13373"	"NCAN"	1
"13374"	"NCAPD2"	7
"13375"	"NCAPD3"	5
"13376"	"NCAPG"	3
"13377"	"NCAPG2"	5
"13378"	"NCAPH"	3
"13379"	"NCBP1"	4
"13380"	"NCBP2"	51
"13381"	"NCCRP1"	5
"13382"	"NCDN"	2
"13383"	"NCEH1"	58
"13384"	"NCF1"	7
"13385"	"NCF1B"	6
"13386"	"NCF1C"	7
"13387"	"NCF2"	5
"13388"	"NCF4"	1
"13389"	"NCK1"	30
"13390"	"NCK2"	1
"13391"	"NCKAP1"	7
"13392"	"NCKAP1L"	2
"13393"	"NCKAP5"	6
"13394"	"NCKAP5L"	1
"13395"	"NCKIPSD"	2
"13396"	"NCL"	3
"13397"	"NCLN"	2
"13398"	"NCOA1"	2
"13399"	"NCOA2"	13
"13400"	"NCOA3"	1
"13401"	"NCOA4"	2
"13402"	"NCOA5"	1
"13403"	"NCOA6"	10
"13404"	"NCOA7"	4
"13405"	"NCOR1"	2
"13406"	"NCOR1P1"	3
"13407"	"NCOR2"	2
"13408"	"NCR1"	2
"13409"	"NCR2"	5
"13410"	"NCR3"	5
"13411"	"NCRUPAR"	2
"13412"	"NCS1"	6
"13413"	"NCSTN"	7
"13414"	"NDC80"	14
"13415"	"NDE1"	1
"13416"	"NDFIP1"	1
"13417"	"NDFIP2"	9
"13418"	"NDN"	4
"13419"	"NDNF"	1
"13420"	"NDNL2"	2
"13421"	"NDOR1"	5
"13422"	"NDP"	16
"13423"	"NDRG1"	30
"13424"	"NDRG2"	7
"13425"	"NDRG3"	5
"13426"	"NDRG4"	2
"13427"	"NDST1"	1
"13428"	"NDST2"	2
"13429"	"NDST4"	1
"13430"	"NDUFA1"	8
"13431"	"NDUFA10"	5
"13432"	"NDUFA11"	3
"13433"	"NDUFA13"	1
"13434"	"NDUFA2"	1
"13435"	"NDUFA3"	2
"13436"	"NDUFA4"	5
"13437"	"NDUFA4L2"	2
"13438"	"NDUFA5"	4
"13439"	"NDUFA7"	3
"13440"	"NDUFA8"	8
"13441"	"NDUFA9"	9
"13442"	"NDUFAB1"	2
"13443"	"NDUFAF2"	3
"13444"	"NDUFAF3"	2
"13445"	"NDUFAF4"	2
"13446"	"NDUFAF5"	4
"13447"	"NDUFAF7"	2
"13448"	"NDUFB1"	7
"13449"	"NDUFB10"	1
"13450"	"NDUFB11"	14
"13451"	"NDUFB2"	6
"13452"	"NDUFB3"	8
"13453"	"NDUFB4"	9
"13454"	"NDUFB5"	59
"13455"	"NDUFB6"	11
"13456"	"NDUFB7"	4
"13457"	"NDUFB9"	29
"13458"	"NDUFC1"	1
"13459"	"NDUFC2"	18
"13460"	"NDUFC2-KCTD14"	18
"13461"	"NDUFS1"	5
"13462"	"NDUFS2"	6
"13463"	"NDUFS3"	5
"13464"	"NDUFS4"	2
"13465"	"NDUFS5"	5
"13466"	"NDUFS6"	27
"13467"	"NDUFS7"	3
"13468"	"NDUFS8"	23
"13469"	"NDUFV1"	22
"13470"	"NDUFV2"	5
"13471"	"NDUFV3"	1
"13472"	"NEAT1"	12
"13473"	"NEB"	1
"13474"	"NEBL"	2
"13475"	"NECAB1"	12
"13476"	"NECAB2"	3
"13477"	"NECAB3"	13
"13478"	"NECAP1"	7
"13479"	"NECAP2"	1
"13480"	"NEDD4L"	12
"13481"	"NEDD8"	5
"13482"	"NEDD8-MDP1"	5
"13483"	"NEDD9"	2
"13484"	"NEFH"	3
"13485"	"NEFL"	9
"13486"	"NEFM"	9
"13487"	"NEGR1"	3
"13488"	"NEGR1-IT1"	3
"13489"	"NEIL2"	12
"13490"	"NEIL3"	6
"13491"	"NEK1"	3
"13492"	"NEK10"	4
"13493"	"NEK11"	15
"13494"	"NEK2"	3
"13495"	"NEK3"	3
"13496"	"NEK4"	2
"13497"	"NEK5"	3
"13498"	"NEK6"	8
"13499"	"NEK7"	4
"13500"	"NEK8"	2
"13501"	"NEK9"	3
"13502"	"NELFA"	4
"13503"	"NELFB"	5
"13504"	"NELFE"	5
"13505"	"NELL1"	2
"13506"	"NELL2"	3
"13507"	"NEMF"	5
"13508"	"NENF"	3
"13509"	"NES"	5
"13510"	"NETO1"	17
"13511"	"NETO2"	4
"13512"	"NEU1"	5
"13513"	"NEU2"	3
"13514"	"NEU3"	15
"13515"	"NEU4"	7
"13516"	"NEURL1B"	1
"13517"	"NEURL2"	2
"13518"	"NEURL3"	5
"13519"	"NEUROD1"	6
"13520"	"NEUROD2"	8
"13521"	"NEUROD4"	2
"13522"	"NEUROD6"	4
"13523"	"NEUROG1"	1
"13524"	"NEUROG2"	1
"13525"	"NEUROG3"	2
"13526"	"NEXN"	1
"13527"	"NF1"	1
"13528"	"NF1P2"	4
"13529"	"NF2"	3
"13530"	"NFASC"	4
"13531"	"NFAT5"	3
"13532"	"NFATC1"	17
"13533"	"NFATC2"	1
"13534"	"NFATC2IP"	3
"13535"	"NFATC3"	3
"13536"	"NFATC4"	5
"13537"	"NFE2"	1
"13538"	"NFE2L1"	2
"13539"	"NFE2L2"	16
"13540"	"NFE2L3"	4
"13541"	"NFIA"	2
"13542"	"NFIB"	15
"13543"	"NFIC"	2
"13544"	"NFIL3"	5
"13545"	"NFIX"	5
"13546"	"NFKBIA"	5
"13547"	"NFKBIB"	5
"13548"	"NFKBID"	2
"13549"	"NFKBIE"	6
"13550"	"NFKBIL1"	5
"13551"	"NFKBIZ"	8
"13552"	"NFRKB"	5
"13553"	"NFS1"	5
"13554"	"NFU1"	2
"13555"	"NFX1"	10
"13556"	"NFXL1"	3
"13557"	"NFYA"	5
"13558"	"NFYC"	5
"13559"	"NGB"	4
"13560"	"NGDN"	3
"13561"	"NGEF"	3
"13562"	"NGF"	9
"13563"	"NGFR"	1
"13564"	"NGFRAP1"	5
"13565"	"NGLY1"	3
"13566"	"NGRN"	2
"13567"	"NHEG1"	4
"13568"	"NHEJ1"	5
"13569"	"NHLH1"	7
"13570"	"NHLH2"	9
"13571"	"NHLRC1"	3
"13572"	"NHLRC2"	2
"13573"	"NHLRC3"	3
"13574"	"NHLRC4"	1
"13575"	"NHP2"	1
"13576"	"NHS"	12
"13577"	"NHSL1"	5
"13578"	"NHSL2"	3
"13579"	"NICN1"	2
"13580"	"NID1"	3
"13581"	"NID2"	5
"13582"	"NIF3L1"	8
"13583"	"NIM1"	16
"13584"	"NIN"	5
"13585"	"NINJ1"	6
"13586"	"NINJ2"	12
"13587"	"NINL"	3
"13588"	"NIP7"	3
"13589"	"NIPA1"	4
"13590"	"NIPA2"	4
"13591"	"NIPAL1"	4
"13592"	"NIPAL2"	12
"13593"	"NIPAL4"	1
"13594"	"NIPBL"	15
"13595"	"NIPSNAP1"	3
"13596"	"NIPSNAP3A"	5
"13597"	"NIPSNAP3B"	5
"13598"	"NISCH"	2
"13599"	"NIT1"	6
"13600"	"NIT2"	9
"13601"	"NKAIN2"	3
"13602"	"NKAIN3"	12
"13603"	"NKAP"	8
"13604"	"NKAPL"	2
"13605"	"NKAPP1"	7
"13606"	"NKD1"	3
"13607"	"NKD2"	26
"13608"	"NKG7"	2
"13609"	"NKIRAS1"	3
"13610"	"NKIRAS2"	2
"13611"	"NKPD1"	1
"13612"	"NKRF"	8
"13613"	"NKTR"	2
"13614"	"NKX1-2"	2
"13615"	"NKX2-1"	6
"13616"	"NKX2-2"	3
"13617"	"NKX2-4"	3
"13618"	"NKX2-5"	2
"13619"	"NKX2-6"	10
"13620"	"NKX2-8"	6
"13621"	"NKX3-1"	10
"13622"	"NKX3-2"	4
"13623"	"NKX6-1"	3
"13624"	"NKX6-2"	2
"13625"	"NKX6-3"	13
"13626"	"NLGN1"	55
"13627"	"NLGN2"	1
"13628"	"NLGN3"	3
"13629"	"NLGN4X"	20
"13630"	"NLK"	2
"13631"	"NLN"	1
"13632"	"NLRC3"	1
"13633"	"NLRC4"	2
"13634"	"NLRC5"	4
"13635"	"NLRP10"	1
"13636"	"NLRP11"	3
"13637"	"NLRP12"	1
"13638"	"NLRP13"	4
"13639"	"NLRP14"	1
"13640"	"NLRP2"	2
"13641"	"NLRP3"	6
"13642"	"NLRP4"	4
"13643"	"NLRP5"	4
"13644"	"NLRP6"	3
"13645"	"NLRP7"	2
"13646"	"NLRP8"	4
"13647"	"NLRP9"	3
"13648"	"NLRX1"	3
"13649"	"NMB"	2
"13650"	"NMBR"	3
"13651"	"NMD3"	45
"13652"	"NME3"	1
"13653"	"NME4"	1
"13654"	"NME5"	1
"13655"	"NME6"	2
"13656"	"NME7"	4
"13657"	"NME8"	2
"13658"	"NME9"	32
"13659"	"NMI"	2
"13660"	"NMNAT1"	2
"13661"	"NMNAT2"	5
"13662"	"NMNAT3"	30
"13663"	"NMRAL1"	1
"13664"	"NMRK1"	4
"13665"	"NMRK2"	4
"13666"	"NMS"	1
"13667"	"NMT1"	1
"13668"	"NMU"	2
"13669"	"NMUR1"	3
"13670"	"NMUR2"	1
"13671"	"NNAT"	3
"13672"	"NNMT"	5
"13673"	"NNT"	16
"13674"	"NOA1"	2
"13675"	"NOB1"	3
"13676"	"NOBOX"	5
